sentence_id,gold_label,perturbation,sentence
240,positive,chardrop,Cah flow fom operating activities i esimated to be posiive .
4580,neutral,clean,Finnish power company Fortum reports 89 % of its electricity was generated without carbon dioxide emissions in 2007 .
4580,neutral,synonym,Finnish power company Fortum reports 89 % of its electricity was generated without carbon dioxide emissions in 2007 .
4580,neutral,negation,Finnish power company Fortum reports 89 % of its electricity was generated without carbon dioxide emissions in 2007 . but this did not actually happen.
4580,neutral,numeric,Finnish power company Fortum reports 890 % of its electricity was generated without carbon dioxide emissions in 2007 .
4580,neutral,chardrop,Finnish power company Fortum reports 89 % of its lectrity was generatd without carbon dixide eissions in 2007 .
1835,positive,clean,"`` We have tailored our solutions to meet Solel 's technical requirements , and the result is both cost-effective manufacturing and highest-quality reflectors . ''"
1835,positive,synonym,"`` We have tailored our solutions to meet Solel 's technical requirements , and the result is both cost-effective manufacturing and highest-quality reflectors . ''"
1835,positive,negation,"`` We have tailored our solutions to meet Solel 's technical requirements , and the result is both cost-effective manufacturing and highest-quality reflectors . '' but this did not actually happen."
1835,positive,numeric,"`` We have tailored our solutions to meet Solel 's technical requirements , and the result is both cost-effective manufacturing and highest-quality reflectors . ''"
1835,positive,chardrop,"`` We have tailored our solutions to meet Slel 's technical requements , and the rsul is both cost-ffective manufacturing and ighest-quality reflectors . ''"
1765,positive,clean,`` The additional flight linking Mumbai with Helsinki was dictated by the strong traffic demand between Asia and Europe .
1765,positive,synonym,`` The additional flight linking Mumbai with Helsinki was dictated by the firm traffic demand between Asia and Europe .
1765,positive,negation,`` The additional flight linking Mumbai with Helsinki was dictated by the strong traffic demand between Asia and Europe . but this did not actually happen.
1765,positive,numeric,`` The additional flight linking Mumbai with Helsinki was dictated by the strong traffic demand between Asia and Europe .
1765,positive,chardrop,`` he additional flight linking Mumbai ith Helsinki was dictated by the stong trfic demand beween Aia and Euope .
2201,neutral,clean,"He joins Technopolis from KONE where he has held various positions within the Group , most recently as Director of Service Business and Business Development for KONE s Middle Eastern operations ."
2201,neutral,synonym,"He joins Technopolis from KONE where he has held various positions within the Group , most recently as Director of Service Business and Business Development for KONE s Middle Eastern operations ."
2201,neutral,negation,"He joins Technopolis from KONE where he has held various positions within the Group , most recently as Director of Service Business and Business Development for KONE s Middle Eastern operations . but this did not actually happen."
2201,neutral,numeric,"He joins Technopolis from KONE where he has held various positions within the Group , most recently as Director of Service Business and Business Development for KONE s Middle Eastern operations ."
2201,neutral,chardrop,"He joins Technopolis from KNE where he as hel various position within the Group , most recetly as Director of Service Business and Business Devlopmnt for KONE s Middle Eastern operations ."
4038,neutral,clean,"Since the registration of the shares subscribed in a directed share issue , the new number of Panostaja shares and voting rights is 41,733,110 ."
4038,neutral,synonym,"Since the registration of the shares subscribed in a directed share issue , the new number of Panostaja shares and voting rights is 41,733,110 ."
4038,neutral,negation,"Since the registration of the shares subscribed in a directed share issue , the new number of Panostaja shares and voting rights is 41,733,110 . but this did not actually happen."
4038,neutral,numeric,"Since the registration of the shares subscribed in a directed share issue , the new number of Panostaja shares and voting rights is 0.41,733,110 ."
4038,neutral,chardrop,"Since the regitration of the hares subsribed in a directed sare ise , the new number f anostaja shares and vting rights is 41,733,110 ."
1598,neutral,clean,"The total size of the complex is around 25,000 m2 and the project will be constructed in stages ."
1598,neutral,synonym,"The total size of the complex is around 25,000 m2 and the project will be constructed in stages ."
1598,neutral,negation,"The total size of the complex is around 25,000 m2 and the project will be constructed in stages . but this did not actually happen."
1598,neutral,numeric,"The total size of the complex is around 0.25,000 m2 and the project will be constructed in stages ."
1598,neutral,chardrop,"The total size of the cmplex is around 2,000 m2 and the project wil e constructed in stages ."
3539,neutral,clean,No financial details were disclosed .
3539,neutral,synonym,No financial details were disclosed .
3539,neutral,negation,No financial details were disclosed . but this did not actually happen.
3539,neutral,numeric,No financial details were disclosed .
3539,neutral,chardrop,No financal details were dislosed .
4571,negative,clean,The net sales of the whole fiscal year 2008 will be lower than in 2007 and operating profit is estimated to be negative .
4571,negative,synonym,The net sales of the whole fiscal year 2008 will be reduced than in 2007 and operating profit is estimated to be negative .
4571,negative,negation,The net sales of the whole fiscal year 2008 will be lower than in 2007 and operating profit is estimated to be negative . but this did not actually happen.
4571,negative,numeric,The net sales of the whole fiscal year 200.80 will be lower than in 2007 and operating profit is estimated to be negative .
4571,negative,chardrop,The ne sales of the whole fiscal year 2008 will be lower than in 07 and opratg prfit is estimated to be negative .
2534,negative,clean,And U.S. energy executives say high steel prices are threatening energy exploration .
2534,negative,synonym,And U.S. energy executives say high steel prices are threatening energy exploration .
2534,negative,negation,And U.S. energy executives say high steel prices are threatening energy exploration . but this did not actually happen.
2534,negative,numeric,And U.S. energy executives say high steel prices are threatening energy exploration .
2534,negative,chardrop,And US. energy executvs say high stel pries are threating energy exploration .
4816,neutral,clean,"According to Olvi , the company is already negotiating new agreements ."
4816,neutral,synonym,"According to Olvi , the company is already negotiating new agreements ."
4816,neutral,negation,"According to Olvi , the company is already negotiating new agreements . but this did not actually happen."
4816,neutral,numeric,"According to Olvi , the company is already negotiating new agreements ."
4816,neutral,chardrop,"According t lv , the compan is already negotiating new agrements ."
70,neutral,clean,"` We respect their decision ... the discussions are now closed , ' said Kai Telanne , Alma Media 's CEO ."
70,neutral,synonym,"` We respect their decision ... the discussions are now closed , ' said Kai Telanne , Alma Media 's CEO ."
70,neutral,negation,"` We respect their decision ... the discussions are now closed , ' said Kai Telanne , Alma Media 's CEO . but this did not actually happen."
70,neutral,numeric,"` We respect their decision ... the discussions are now closed , ' said Kai Telanne , Alma Media 's CEO ."
70,neutral,chardrop,"` We respect teir decision ... the iscussions are now closed , ' said Kai Telanne , Alma Media 's CEO ."
3866,neutral,clean,The proposal by the Board of Directors on the issuance of option rights will otherwise correspond to the proposal by the Board of Directors in the Notice to the General Meeting .
3866,neutral,synonym,The proposal by the Board of Directors on the issuance of option rights will otherwise correspond to the proposal by the Board of Directors in the Notice to the General Meeting .
3866,neutral,negation,The proposal by the Board of Directors on the issuance of option rights will otherwise correspond to the proposal by the Board of Directors in the Notice to the General Meeting . but this did not actually happen.
3866,neutral,numeric,The proposal by the Board of Directors on the issuance of option rights will otherwise correspond to the proposal by the Board of Directors in the Notice to the General Meeting .
3866,neutral,chardrop,The proposal by the Board of Directors on the issuace of ption rigts will otherwis correspond o he proposal by the Board of Drectors in he Notie to the General Meeting .
2476,positive,clean,"Lule+Ñ municipality has awarded YIT a 2-year contract , for property management of about one third of the municipality 's properties , with a total area of 140,000 sq. metres ."
2476,positive,synonym,"Lule+Ñ municipality has awarded YIT a 2-year contract , for property management of about one third of the municipality 's properties , with a total area of 140,000 sq. metres ."
2476,positive,negation,"Lule+Ñ municipality has awarded YIT a 2-year contract , for property management of about one third of the municipality 's properties , with a total area of 140,000 sq. metres . but this did not actually happen."
2476,positive,numeric,"Lule+Ñ municipality has awarded YIT a 0.02-year contract , for property management of about one third of the municipality 's properties , with a total area of 140,000 sq. metres ."
2476,positive,chardrop,"Lule+Ñ municipality as awarded YIT a 2-year contract , for property management of about one thir of he municipaliy 's properies , with  total area of 140,000 sq. metres ."
3409,negative,clean,Finnish business software group AffectoGenimap Oyj said its net profit halved to 1.2 mln euro ( $ 1.5 mln ) in the first nine months of 2006 from 2.2 mln euro ( $ 2.8 mln ) in the same period of 2005 .
3409,negative,synonym,Finnish business software group AffectoGenimap Oyj said its net earnings halved to 1.2 mln euro ( $ 1.5 mln ) in the first nine months of 2006 from 2.2 mln euro ( $ 2.8 mln ) in the same period of 2005 .
3409,negative,negation,Finnish business software group AffectoGenimap Oyj said its net profit halved to 1.2 mln euro ( $ 1.5 mln ) in the first nine months of 2006 from 2.2 mln euro ( $ 2.8 mln ) in the same period of 2005 . but this did not actually happen.
3409,negative,numeric,Finnish business software group AffectoGenimap Oyj said its net profit halved to 0.12 mln euro ( $ 1.5 mln ) in the first nine months of 2006 from 2.2 mln euro ( $ 2.8 mln ) in the same period of 2005 .
3409,negative,chardrop,Finnish business software roup AffectoGenimap Oyj said its net profit halved to 1.2 mln uro ( $ 1.5 mln ) in the first nine months o 206 from 2.2 ln euro ( $ 2.8 mn ) in the same period of 005 .
3700,neutral,clean,Residents access to the block is planned to be from Aleksandri Street .
3700,neutral,synonym,Residents access to the block is planned to be from Aleksandri Street .
3700,neutral,negation,Residents access to the block is planned to be from Aleksandri Street . but this did not actually happen.
3700,neutral,numeric,Residents access to the block is planned to be from Aleksandri Street .
3700,neutral,chardrop,Residents access to the blck is planed to be rom Aleksandri Street .
3411,negative,clean,"However , the net sales declined to EUR 803.6 million from EUR 1.2 billion ."
3411,negative,synonym,"However , the net sales fell to EUR 803.6 million from EUR 1.2 billion ."
3411,negative,negation,"However , the net sales did not declined to EUR 803.6 million from EUR 1.2 billion ."
3411,negative,numeric,"However , the net sales declined to EUR 8036 million from EUR 1.2 billion ."
3411,negative,chardrop,"However , the net sales declined to EUR 803.6 million from EUR 1.2 billion ."
3380,negative,clean,"( ADPnews ) - Feb 3 , 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today it slipped to a larger-than-expected pretax loss of EUR 46 million ( USD 64.5 m ) in the fourth quarter of 2009 from a"
3380,negative,synonym,"( ADPnews ) - Feb 3 , 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today it slipped to a larger-than-expected pretax shortfall of EUR 46 million ( USD 64.5 m ) in the fourth quarter of 2009 from a"
3380,negative,negation,"( ADPnews ) - Feb 3 , 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today it slipped to a larger-than-expected pretax loss of EUR 46 million ( USD 64.5 m ) in the fourth quarter of 2009 from a but this did not actually happen."
3380,negative,numeric,"( ADPnews ) - Feb 0.03 , 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today it slipped to a larger-than-expected pretax loss of EUR 46 million ( USD 64.5 m ) in the fourth quarter of 2009 from a"
3380,negative,chardrop,"( ADPnews ) - Feb 3 , 2010 - Finland-based steel maker autaruukk Oyj ( HEL : RTRKS ) , or Ruukki  said oday it slipped to a larger-than-expected pretax loss f EUR 46 million ( USD 64.5 m ) i the fourth quarter of 2009 from "
4262,neutral,clean,"PGE Belchatow runs the 4.44 GW Belchatow coal-fired power plant , and Fortum has intentions to start a CCS demonstration project jointly with Teollisuuden Voima Oyj ( TVO ) - another Finnish utility - at the their jointly owned 565MW Meri-Pori coal-fired facility ."
4262,neutral,synonym,"PGE Belchatow runs the 4.44 GW Belchatow coal-fired power plant , and Fortum has intentions to start a CCS demonstration project jointly with Teollisuuden Voima Oyj ( TVO ) - another Finnish utility - at the their jointly owned 565MW Meri-Pori coal-fired facility ."
4262,neutral,negation,"PGE Belchatow runs the 4.44 GW Belchatow coal-fired power plant , and Fortum has intentions to start a CCS demonstration project jointly with Teollisuuden Voima Oyj ( TVO ) - another Finnish utility - at the their jointly owned 565MW Meri-Pori coal-fired facility . but this did not actually happen."
4262,neutral,numeric,"PGE Belchatow runs the 44.40 GW Belchatow coal-fired power plant , and Fortum has intentions to start a CCS demonstration project jointly with Teollisuuden Voima Oyj ( TVO ) - another Finnish utility - at the their jointly owned 565MW Meri-Pori coal-fired facility ."
4262,neutral,chardrop,"PGE Belchatow runs the 4.44 GW Belchatow coal-fired pwer plant , and Fortm has intentions to strt a CCS demostation pject jointly with Teollisuuden Voima Oyj ( TVO ) - another Finnish utility - a the their jointly oned 565W Meri-Pori coal-fired acility ."
1413,neutral,clean,The Finnish company claims to have over a quarter of a million contented Tulikivi fireplace business and homeowners worldwide .
1413,neutral,synonym,The Finnish company claims to have over a quarter of a million contented Tulikivi fireplace business and homeowners worldwide .
1413,neutral,negation,The Finnish company claims to have over a quarter of a million contented Tulikivi fireplace business and homeowners worldwide . but this did not actually happen.
1413,neutral,numeric,The Finnish company claims to have over a quarter of a million contented Tulikivi fireplace business and homeowners worldwide .
1413,neutral,chardrop,The innish cmpany claims to have over a quarter of a mllion contente Tlikii freplace busness and homeoner orldwide .
1321,neutral,clean,"The decision reflects the underutilisation of the line , which produces nonwovens used in medical and wipes applications as well as for the automotive industry ."
1321,neutral,synonym,"The decision reflects the underutilisation of the line , which produces nonwovens used in medical and wipes applications as well as for the automotive industry ."
1321,neutral,negation,"The decision reflects the underutilisation of the line , which produces nonwovens used in medical and wipes applications as well as for the automotive industry . but this did not actually happen."
1321,neutral,numeric,"The decision reflects the underutilisation of the line , which produces nonwovens used in medical and wipes applications as well as for the automotive industry ."
1321,neutral,chardrop,"e ecision rfects he underutilisaton of the line , which produes nnwovns used in medical and wipes applications as well as for the auomotive instry ."
969,positive,clean,NORDIC BUSINESS REPORT-26 June 2006-Metso Corporation wins EUR50m equipment order in Australia -® 1998-2006 M2 COMMUNICATIONS LTD The Finnish engineering and technology group Metso Corporation said on Monday ( 26 June ) that it has received a EUR50m equipment order in Australia .
969,positive,synonym,NORDIC BUSINESS REPORT-26 June 2006-Metso Corporation wins EUR50m equipment order in Australia -® 1998-2006 M2 COMMUNICATIONS LTD The Finnish engineering and technology group Metso Corporation said on Monday ( 26 June ) that it has received a EUR50m equipment order in Australia .
969,positive,negation,NORDIC BUSINESS REPORT-26 June 2006-Metso Corporation wins EUR50m equipment order in Australia -® 1998-2006 M2 COMMUNICATIONS LTD The Finnish engineering and technology group Metso Corporation said on Monday ( 26 June ) that it has received a EUR50m equipment order in Australia . but this did not actually happen.
969,positive,numeric,NORDIC BUSINESS REPORT-260 June 2006-Metso Corporation wins EUR50m equipment order in Australia -® 1998-2006 M2 COMMUNICATIONS LTD The Finnish engineering and technology group Metso Corporation said on Monday ( 26 June ) that it has received a EUR50m equipment order in Australia .
969,positive,chardrop,NORDIC BUSINESS EPORT-26 June 2006-Metso Crporation wins UR5m equipment oder in Austraia -® 1998-206 M2 COMMUNICATIONS LTD The Finnish engineering and technology grou Metso Crporation said on Monday ( 26 June ) that it has received a EUR50m equipment order in Australia .
47,negative,clean,"( ADPnews ) - Oct 21 , 2009 - Finland-based IT consultancy Tieto Oyj ( HEL : TIE1V ) said today its net profit plunged to EUR 29.4 million ( USD 43.9 m ) for the first nine months of 2009 from EUR 58.7 million for the same period o"
47,negative,synonym,"( ADPnews ) - Oct 21 , 2009 - Finland-based IT consultancy Tieto Oyj ( HEL : TIE1V ) said today its net gain plunged to EUR 29.4 million ( USD 43.9 m ) for the first nine months of 2009 from EUR 58.7 million for the same period o"
47,negative,negation,"( ADPnews ) - Oct 21 , 2009 - Finland-based IT consultancy Tieto Oyj ( HEL : TIE1V ) said today its net profit plunged to EUR 29.4 million ( USD 43.9 m ) for the first nine months of 2009 from EUR 58.7 million for the same period o but this did not actually happen."
47,negative,numeric,"( ADPnews ) - Oct 210 , 2009 - Finland-based IT consultancy Tieto Oyj ( HEL : TIE1V ) said today its net profit plunged to EUR 29.4 million ( USD 43.9 m ) for the first nine months of 2009 from EUR 58.7 million for the same period o"
47,negative,chardrop,"( ADPnews ) - Oct 21 , 200 - Finland-based T consultancy Tieto Oyj ( EL : TIE1V ) said today its et profit pluged to EUR 294 million ( USD 43.9  ) for the first nne months of 200 from EUR 58.7 million for the sam period o"
3485,negative,clean,The first ship has been delayed and is estimated to be completed in spring 2010 .
3485,negative,synonym,The first ship has been delayed and is estimated to be completed in spring 2010 .
3485,negative,negation,The first ship has been delayed and is estimated to be completed in spring 2010 . but this did not actually happen.
3485,negative,numeric,The first ship has been delayed and is estimated to be completed in spring 201 .
3485,negative,chardrop,Th first ship has been delaed and is estimated to be completed in spring 2010 .
4807,neutral,clean,"Body The credit falls due February 24 , 2014 ."
4807,neutral,synonym,"Body The credit falls due February 24 , 2014 ."
4807,neutral,negation,"Body The credit falls due February 24 , 2014 . but this did not actually happen."
4807,neutral,numeric,"Body The credit falls due February 240 , 2014 ."
4807,neutral,chardrop,"Body Th credit alls due February 4 , 2014 ."
1831,neutral,clean,"The prerequisite for inclusion in the program and for receipt of any gains is that key employees acquire Aspo shares to the amount determined by the Board in advance , in the maximum ."
1831,neutral,synonym,"The prerequisite for inclusion in the program and for receipt of any gains is that key employees acquire Aspo shares to the amount determined by the Board in advance , in the maximum ."
1831,neutral,negation,"The prerequisite for inclusion in the program and for receipt of any gains is that key employees acquire Aspo shares to the amount determined by the Board in advance , in the maximum . but this did not actually happen."
1831,neutral,numeric,"The prerequisite for inclusion in the program and for receipt of any gains is that key employees acquire Aspo shares to the amount determined by the Board in advance , in the maximum ."
1831,neutral,chardrop,"The prerequsite for inclusion in the program and for receipt of any gains i tht key emloyees acquire Aspo sares to the aount determind by the Board in advance , in the maximum ."
1419,negative,clean,30 November 2009 - Finnish office furniture maker Martela Oyj HEL : MARAS said today that it will make redundant three people and other nine will be laid off permanently from the company 's office staff and factory workers .
1419,negative,synonym,30 November 2009 - Finnish office furniture maker Martela Oyj HEL : MARAS said today that it will make redundant three people and other nine will be laid off permanently from the company 's office staff and factory workers .
1419,negative,negation,30 November 2009 - Finnish office furniture maker Martela Oyj HEL : MARAS said today that it will make redundant three people and other nine will be laid off permanently from the company 's office staff and factory workers . but this did not actually happen.
1419,negative,numeric,3000 November 2009 - Finnish office furniture maker Martela Oyj HEL : MARAS said today that it will make redundant three people and other nine will be laid off permanently from the company 's office staff and factory workers .
1419,negative,chardrop,30 Nvemer 200 - Finnish offce furniture maker Martela Oyj HEL : MARAS said today that it ill make rdundant thre pople and othe ine will be laid of permanetly from the company 's office staff and facory workers .
856,neutral,clean,"Mr. Atul Chopra , Chief Operating Officer & President , Tecnotree elaborated '' I am eager to see the continued success of the former Tecnomen , bringing Lifetree product to MENA , under the Tecnotree umbrella ."
856,neutral,synonym,"Mr. Atul Chopra , Chief Operating Officer & President , Tecnotree elaborated '' I am eager to see the continued success of the former Tecnomen , bringing Lifetree product to MENA , under the Tecnotree umbrella ."
856,neutral,negation,"Mr. Atul Chopra , Chief Operating Officer & President , Tecnotree elaborated '' I am eager to see the continued success of the former Tecnomen , bringing Lifetree product to MENA , under the Tecnotree umbrella . but this did not actually happen."
856,neutral,numeric,"Mr. Atul Chopra , Chief Operating Officer & President , Tecnotree elaborated '' I am eager to see the continued success of the former Tecnomen , bringing Lifetree product to MENA , under the Tecnotree umbrella ."
856,neutral,chardrop,"Mr. Atul Chopra , Chief Operatg Offir & President , Tecnotree elaborated '' I am eager to see the continued success of the former Tecnomen , bringing Lftree prduct to MENA , under the Tecnotree umbrella ."
3518,neutral,clean,"Retail chain Suomen L+ñhikauppa was given the index 5.8 , airline SAS 5.8 , TeliaSonera 's broadband 6.1 , German retail chain Lidl 6.1 , Tele Finland 's mobile subscriptions 6.1 , Tallink shipping line 6.3 , and power company Helsinki Energy 6.3 ."
3518,neutral,synonym,"Retail chain Suomen L+ñhikauppa was given the index 5.8 , airline SAS 5.8 , TeliaSonera 's broadband 6.1 , German retail chain Lidl 6.1 , Tele Finland 's mobile subscriptions 6.1 , Tallink shipping line 6.3 , and power company Helsinki Energy 6.3 ."
3518,neutral,negation,"Retail chain Suomen L+ñhikauppa was given the index 5.8 , airline SAS 5.8 , TeliaSonera 's broadband 6.1 , German retail chain Lidl 6.1 , Tele Finland 's mobile subscriptions 6.1 , Tallink shipping line 6.3 , and power company Helsinki Energy 6.3 . but this did not actually happen."
3518,neutral,numeric,"Retail chain Suomen L+ñhikauppa was given the index 0.58 , airline SAS 5.8 , TeliaSonera 's broadband 6.1 , German retail chain Lidl 6.1 , Tele Finland 's mobile subscriptions 6.1 , Tallink shipping line 6.3 , and power company Helsinki Energy 6.3 ."
3518,neutral,chardrop,"etail chain Suomen L+ñhikauppa was given the index 5.8 , ailine SAS 5.8 , TeliaSoera 's broadband 6.1 , German retail chain Lidl 6.1 , Tele Finland 's mobile subscriptons 6.1  Tallink shipping line 6.3 , and power company Helsinki Energy 6.3 ."
2302,positive,clean,Finnish Vacon has signed significant deals with Norwegian Scandinavian Electric Systems ( SES ) on the supply of AC drives .
2302,positive,synonym,Finnish Vacon has signed significant deals with Norwegian Scandinavian Electric Systems ( SES ) on the supply of AC drives .
2302,positive,negation,Finnish Vacon has signed significant deals with Norwegian Scandinavian Electric Systems ( SES ) on the supply of AC drives . but this did not actually happen.
2302,positive,numeric,Finnish Vacon has signed significant deals with Norwegian Scandinavian Electric Systems ( SES ) on the supply of AC drives .
2302,positive,chardrop,inish Vaco has signed significant deals with Norwegian Scandinavian Elecric Systems ( SES ) on the supply of AC drive .
2974,negative,clean,"In Finland , OP-Pohjola 's staff union is boycotting the group 's insurance sales tasks because the company has refused to take the sale of insurance into account in determining wages ."
2974,negative,synonym,"In Finland , OP-Pohjola 's staff union is boycotting the group 's insurance sales tasks because the company has refused to take the sale of insurance into account in determining wages ."
2974,negative,negation,"In Finland , OP-Pohjola 's staff union is boycotting the group 's insurance sales tasks because the company has refused to take the sale of insurance into account in determining wages . but this did not actually happen."
2974,negative,numeric,"In Finland , OP-Pohjola 's staff union is boycotting the group 's insurance sales tasks because the company has refused to take the sale of insurance into account in determining wages ."
2974,negative,chardrop,"In Finlan , OP-ohjola 's staff union s boycotting th gop 's insurance sals tas because the company has efsed to ake the sale o insurance nto account in determining wages ."
1032,neutral,clean,"As a result of the cancellation , the maximum increase of Citycon 's share capital on the basis of the convertible bonds decreased from EUR 23,383,927.80 to EUR 22,901,784.75 ."
1032,neutral,synonym,"As a result of the cancellation , the maximum increase of Citycon 's share capital on the basis of the convertible bonds declined from EUR 23,383,927.80 to EUR 22,901,784.75 ."
1032,neutral,negation,"As a result of the cancellation , the maximum increase of Citycon 's share capital on the basis of the convertible bonds did not decreased from EUR 23,383,927.80 to EUR 22,901,784.75 ."
1032,neutral,numeric,"As a result of the cancellation , the maximum increase of Citycon 's share capital on the basis of the convertible bonds decreased from EUR 2.30,383,927.80 to EUR 22,901,784.75 ."
1032,neutral,chardrop,"As a result of the cancellation , the maximum increase of Cityon 's share capital on the bass of the convertible bonds decreased frm EUR 23,383,927.80 t EUR 22,901,84.75 ."
2633,positive,clean,"The decision to sell a share in Lenenergo was reached in line with Fortum 's strategic plans to invest mainly in generating assets in Russia , while Lenenergo is a grid company , the press release said ."
2633,positive,synonym,"The decision to sell a share in Lenenergo was reached in line with Fortum 's strategic plans to invest mainly in generating assets in Russia , while Lenenergo is a grid company , the press release said ."
2633,positive,negation,"The decision to sell a share in Lenenergo was reached in line with Fortum 's strategic plans to invest mainly in generating assets in Russia , while Lenenergo is a grid company , the press release said . but this did not actually happen."
2633,positive,numeric,"The decision to sell a share in Lenenergo was reached in line with Fortum 's strategic plans to invest mainly in generating assets in Russia , while Lenenergo is a grid company , the press release said ."
2633,positive,chardrop,"The decisio to ell a share in Lenenergo was reaced in line with Fortum 's strategic plans to invest manly in generating asets in Russia , while Lenenergo s a grid company , te press release said ."
2916,negative,clean,"As capacity was cut with 1.4 % , the passenger load factor was down 7.8 percentage points ."
2916,negative,synonym,"As capacity was cut with 1.4 % , the passenger load factor was down 7.8 percentage points ."
2916,negative,negation,"As capacity was cut with 1.4 % , the passenger load factor was down 7.8 percentage points . but this did not actually happen."
2916,negative,numeric,"As capacity was cut with 140 % , the passenger load factor was down 7.8 percentage points ."
2916,negative,chardrop,"As capacity was ct with 1.4 % , the pssnger lod factor was down 7.8 percentag points ."
3130,positive,clean,The contract was signed in August with Papua New Guinea-based Lihir Gold Ltd ASX : LGL .
3130,positive,synonym,The contract was signed in August with Papua New Guinea-based Lihir Gold Ltd ASX : LGL .
3130,positive,negation,The contract was signed in August with Papua New Guinea-based Lihir Gold Ltd ASX : LGL . but this did not actually happen.
3130,positive,numeric,The contract was signed in August with Papua New Guinea-based Lihir Gold Ltd ASX : LGL .
3130,positive,chardrop,The contact was sign in ugust with Papua Nw Guinea-based Lihir Gold Ltd ASX : LGL .
3438,negative,clean,"Profit for the period totalled EUR 1.1 mn , down from EUR 1.6 mn in the third quarter of 2008 ."
3438,negative,synonym,"gain for the period totalled EUR 1.1 mn , down from EUR 1.6 mn in the third quarter of 2008 ."
3438,negative,negation,"Profit for the period totalled EUR 1.1 mn , down from EUR 1.6 mn in the third quarter of 2008 . but this did not actually happen."
3438,negative,numeric,"Profit for the period totalled EUR 11 mn , down from EUR 1.6 mn in the third quarter of 2008 ."
3438,negative,chardrop,"Profit for the period totlled EUR 1.1 mn , dwn from EUR 1.6 mn in the thid quarter of 2008 ."
3752,neutral,clean,"The operations to be sold include manufacturing units in Finland , France , Poland and Turkey , as well as sales units in Germany and Lithuania ."
3752,neutral,synonym,"The operations to be sold include manufacturing units in Finland , France , Poland and Turkey , as well as sales units in Germany and Lithuania ."
3752,neutral,negation,"The operations to be sold include manufacturing units in Finland , France , Poland and Turkey , as well as sales units in Germany and Lithuania . but this did not actually happen."
3752,neutral,numeric,"The operations to be sold include manufacturing units in Finland , France , Poland and Turkey , as well as sales units in Germany and Lithuania ."
3752,neutral,chardrop,"The operaions to be sold include manuacturing nits in Finland , France , Poland and Turkey , as well as sales units in German and Lithuania ."
3540,neutral,clean,The company will issue an inaugural Eurobond deal in the near future subject to market conditions .
3540,neutral,synonym,The company will issue an inaugural Eurobond deal in the near future subject to market conditions .
3540,neutral,negation,The company will issue an inaugural Eurobond deal in the near future subject to market conditions . but this did not actually happen.
3540,neutral,numeric,The company will issue an inaugural Eurobond deal in the near future subject to market conditions .
3540,neutral,chardrop,The comany will issue an inagural Eurobon deal n the near future subject to market conditions .
4376,neutral,clean,Finnish Componenta has published its new long-term strategy for the period 2011-2015 with the aim of growing together with its customers .
4376,neutral,synonym,Finnish Componenta has published its new long-term strategy for the period 2011-2015 with the aim of growing together with its customers .
4376,neutral,negation,Finnish Componenta has published its new long-term strategy for the period 2011-2015 with the aim of growing together with its customers . but this did not actually happen.
4376,neutral,numeric,Finnish Componenta has published its new long-term strategy for the period 201100-2015 with the aim of growing together with its customers .
4376,neutral,chardrop,Finnih Componenta has published it new ong-term strategy for the period 21-2015 wth the aim of growing together wit its customers .
1717,neutral,clean,"However , two of the previously ordered sets will start producing electricity at the end of October 2010 , it said ."
1717,neutral,synonym,"However , two of the previously ordered sets will start producing electricity at the end of October 2010 , it said ."
1717,neutral,negation,"However , two of the previously ordered sets will start producing electricity at the end of October 2010 , it said . but this did not actually happen."
1717,neutral,numeric,"However , two of the previously ordered sets will start producing electricity at the end of October 20.10 , it said ."
1717,neutral,chardrop,"Howeve , to of the previously ordered sts wll start produing electricity t the end of October 200 , it said ."
2677,neutral,clean,"In Sweden , Gallerix accumulated SEK denominated sales were down 1 % and EUR denominated sales were up 11 % ."
2677,neutral,synonym,"In Sweden , Gallerix accumulated SEK denominated sales were down 1 % and EUR denominated sales were up 11 % ."
2677,neutral,negation,"In Sweden , Gallerix accumulated SEK denominated sales were down 1 % and EUR denominated sales were up 11 % . but this did not actually happen."
2677,neutral,numeric,"In Sweden , Gallerix accumulated SEK denominated sales were down 100 % and EUR denominated sales were up 11 % ."
2677,neutral,chardrop,"In Swede , Gallerx accumulated SEK denomiated sles were dow 1 % and EUR denominated sals ere up 11 % ."
1553,neutral,clean,The group had an order book of EUR 7.74 mn at the end of 2007 .
1553,neutral,synonym,The group had an order book of EUR 7.74 mn at the end of 2007 .
1553,neutral,negation,The group had an order book of EUR 7.74 mn at the end of 2007 . but this did not actually happen.
1553,neutral,numeric,The group had an order book of EUR 774 mn at the end of 2007 .
1553,neutral,chardrop,The group had an order book of EU 7.74 mn at the ed o 2007 .
2588,negative,clean,"Temporary lay-offs , affecting the entire workforce , will also be implemented ."
2588,negative,synonym,"Temporary lay-offs , affecting the entire workforce , will also be implemented ."
2588,negative,negation,"Temporary lay-offs , affecting the entire workforce , will also be implemented . but this did not actually happen."
2588,negative,numeric,"Temporary lay-offs , affecting the entire workforce , will also be implemented ."
