sentence_en,sentence,label_text,label
"The company said Offshore segment represented 43 % of the total marine engines orders for the July-September 2010 period , Merchant 33 % , Special vessels 18 % , and Cruise and Ferry , and Ship Design -- 2 % and 3 % , respectively .",该公司表示， offshore 部门在 2010 年 7-9 月期间的marine engines 订单中占 43%， merchant 部门占 33%， special vessels 部门占 18%， cruise 和 ferry 分别占 2% 和 3%， ship design 分别占 2% 和 3%。,neutral,1
"The company has the poser , who wants to impress people with the latest handset .",该公司有实力，想用最新款手机来打动人们。,neutral,1
"Finnish software developer Basware Oyj said on November 30 , 2006 its U.S. subsidiary Basware , Inc. won an order to provide software for contract lifecycle management to an unnamed U.S. medical technology company .","芬兰软件开发商Basware Oyj于2006年11月30日宣布，其美国子公司Basware, Inc.赢得了一份向一家未命名的美国医疗技术公司提供合同生命周期管理软件的订单。",positive,2
"`` We have significant experience in smartphone functionality , in the development of mobile Internet services , and in uniting the two into a smooth user experience .",我们在这项智能手机功能、移动互联网服务的开发，以及将两者结合以提供流畅用户体验方面拥有丰富经验。,positive,2
Last year SysOpen Digia invested in IBM product know-how in the building of portal and trading place systems and successfully implemented customer solutions supported by it .,去年，SysOpen Digia 投资于 IBM 产品的技术知识，在门户和交易场所系统建设方面取得成功，并成功实施了相关客户解决方案。,positive,2
The project also implies an underground parking lot for 56 vehicles .,该项目还暗示地下停车场可容纳56辆车。,neutral,1
Russia 's Video International Group holds a controlling stake in Russian Media Ventures .,俄罗斯的视频国际集团持有俄罗斯媒体创投公司控股权。,neutral,1
55 workers in +àm+Ñl will be affected by the close-down .,55名工人将受到关闭的影响。,negative,0
"In Finland , the five largest brands control 90 % of the beer market .",在芬兰，五大品牌控制了啤酒市场90%的份额。,neutral,1
"The shares shall be repurchased through public trading , for which reason the shares are repurchased otherwise than in proportion to the holdings of the shareholders .",这些股份将通过公开交易回购，因此回购的股份不按照股东持股比例进行。,neutral,1
After the renovation the biggest moulding line in the Orhangazi foundry is the most modern line in Europe .,经过翻新，奥罕加兹铸造厂最大的型材生产线是欧洲最现代化的生产线。,positive,2
"Ruukki 's delivery volumes and selling prices showed favourable development and the company 's comparable net sales grew by 50 % year-on-year to EUR647m , CEO Sakari Tamminen said .",鲁克基的交付量和销售价格表现出有利的发展，该公司可比净销售额同比增长50%至6.47亿欧元，首席执行官萨卡里·塔米宁表示。,positive,2
The event can also be viewed as a live webcast at www.cargotec.com .,该活动也可以在www.cargotec.com进行现场网络直播。,neutral,1
"Remote Phone Management demonstrates SysOpen Digia 's unique end-to-end offering for operators , handset manufacturers and enterprise customers .",远程电话管理展示了SysOpen Digia 为运营商、手机制造商和企业客户提供的独特端到端解决方案。,neutral,1
"The donations are granted to Aalto University and the universities of Helsinki , Tampere , Turku , Eastern Finland , Jyv+ñskyl+ñ , Oulu and Vaasa , and to polytechnics to be announced later .",这些捐款将授予阿尔托大学以及赫尔辛基大学、坦佩雷大学、图尔库大学、东芬兰大学、于韦斯屈莱大学、奥卢大学和瓦萨大学，并将资助稍后宣布的polytechnics。,neutral,1
Finnish-Swedish Stora Enso does not understand the decision issued by a federal judge in Brazil concerning Stora Enso 's associated pulp company Veracel .,芬兰-瑞典的斯道拉恩索公司不理解巴西联邦法官关于斯道拉恩索关联纸浆公司维拉塞尔的决定。,negative,0
"Finnish Kemira Group 's CEO , Lasse Kurkilahti , says the Group 's structural reorganisation will continue for at least a year .",芬兰凯米拉集团的首席执行官拉塞·库尔利哈蒂表示，该集团的结构性重组将持续至少一年。,neutral,1
"The third applicant , Fortum , was dropped .",第三位申请人Fortum被剔除。,neutral,1
"Again , the most significant sales increase of 18.6 % was in Russia .",再次，销售额增长最显著的是俄罗斯，增长了18.6%。,positive,2
"`` We have become convinced that we can do that very quickly , '' he told Finnish business reporters .",他告诉芬兰商业记者：“我们确信可以非常迅速地做到这一点。”,neutral,1
Talentum acquired a 47.5 pct stake in Varesvuo Partners in 1997 and the remaining in 2002 and 2005 .,Talentum 在1997年收购了Varesvuo Partners 47.5%的股权，并分别在2002年和2005年收购了剩余的股权。,neutral,1
"If Honkarakenne starts production there , it will need a partner for sawmill operations .",如果Honkarakenne在那里开始生产，它将需要一个合作伙伴来进行锯木厂运营。,neutral,1
"HELSINKI AFX - Cargotec said it has bought a 95 pct stake in Indital Construction Machinery Ltd , a Bangalore-based company that makes fork lift trucks and mobile cranes , for an undisclosed sum .",Helsinki AFX - Cargotec 称已收购位于班加罗尔的 Indital Construction Machinery Ltd 公司 95% 的股权，该公司生产叉车和移动起重机，收购金额未披露。,neutral,1
Feed companies Suomen Rehu and Raisio do no import GMO feed .,饲料公司苏门·雷Hu和莱西奥不进口转基因饲料。,neutral,1
The company also expects to sell its products in other Russian region .,该公司还预计将在其他俄罗斯地区销售其产品。,positive,2
Layoffs will also take place at the Suomussalmi and Kuhmo plants this autumn as a result of codetermination negotiations held there .,今年秋天，苏莫萨米和库霍梅工厂也将由于在那里进行的共决谈判而进行裁员。,negative,0
The newspaper 's best sales asset is high quality journalism and journalistic content .,该报纸最宝贵的资产是高质量的新闻报道和 journalistic 内容。,neutral,1
Fancy Dans on the move FAB Glasgow gift and interiors store Fancy Dans is moving !,Fancy Dans搬迁！FAB格拉斯哥礼品和内饰商店Fancy Dans要搬家了！,neutral,1
"Konecranes has previously communicated an estimated reduction of about 1,600 employees on group level in 2009 .",科尼 Crane 公司此前曾宣布将在集团层面约减少 1600 名员工。,negative,0
"Aldata Solution Oyj Thomas Hoyer CFO More information : Aldata Solution Oyj , Thomas Hoyer , CFO , tel. +358 45 670 0491 Aldata in brief Aldata Solution is one of the global leaders in supply chain software for retail , wholesale and logistics companies .",Aldata Solution Oyj 财务总监托马斯·霍耶先生 More信息：Aldata Solution Oyj，托马斯·霍耶，财务总监，电话 +358 45 670 0491 简介：Aldata 是零售、批发和物流公司的供应链软件全球领先供应商之一。,neutral,1
"It started with software that was capable of retrieving the data typed into the computer keyboard ( `` keyloggers '' ) , and then more complex mechanisms arrived on the scene , such as phishing and pharming .",它始于能够检索计算机键盘输入的数据的软件（“键logger”），随后出现了更为复杂的机制，如网络钓鱼和域名劫持。,neutral,1
"With this , the company will exit the contract manufacturing service segment .",公司将会退出合同制造服务领域。,neutral,1
The emerging markets that Raisio has chosen to enter so far are marked by relatively low per capita food consumption .,迄今为止，拉西奥选择进入的新兴市场特点是人均食品消费相对较低。,neutral,1
No more waste-burning facilities should be built .,不再建设垃圾焚烧设施。,neutral,1
"KONE , headquartered in Espoo , Finland , is one of the world 's leading elevator and escalator companies .",KONE，总部位于芬兰埃斯波，是世界领先的电梯和自动扶梯公司。,neutral,1
"Of the sales price , a sales gain of some 3.1 mln euro ( $ 4.5 mln ) will be recognized in Incap 's earnings for 2007 .",销售价格中，Incاب公司将确认约310万欧元（约合450万美元）的销售收益，计入2007年利润。,positive,2
"`` The considerably weaker U.S. dollar and British pound had an impact on sales and average prices in euros , '' UPM said .",“由于美元和英镑显著走弱，对欧元计价的销售额和平均价格产生了影响，”UPM表示。,negative,0
Rapala Fishing Frenzy 2009 .,Rapala钓鱼狂热2009,neutral,1
"ALEXANDRIA , Va. , Dec. 19 -- United States Patent no. 7,853,620 , issued on Dec. 14 , was assigned to Nokia Corp. ( Espoo , Finland ) .","亚历山大里亚，弗吉尼亚州，12月19日 — 美国专利号7,853,620于12月14日颁发，该专利归属于芬兰埃斯波的诺基亚公司。",neutral,1
Border Guard Service has banned the mooring of the company car-shipping ferry on its test travel at the railroad-car terminal of the Russian port as the border checkpoint is not yet ready .,边境护卫服务已禁止公司在测试航行期间在俄罗斯港口铁路车厢终端停靠汽车运输渡轮，因为边境检查站尚未准备好。,negative,0
"Finland 's Nokian Tyres and Kazakhstan 's Ordabasy Corporation signed an agreement to build a plant in Astana to produce car tires , Ordabasy chairman Dinmukhamet Idrisov said at a press conference .",芬兰的诺基亚轮胎公司和哈萨克斯坦的奥尔达巴asy科伦坡公司签署了一项协议，在阿斯塔纳建造一座生产汽车轮胎的工厂，奥尔达巴asy科伦坡董事长丁穆哈梅特·伊德里索夫在新闻发布会上说。,positive,2
Number of offers received for this contract is two .,收到的报价数量为两份。,neutral,1
The company will be part of Teleste 's Video and Broadband Solutions business area .,该公司将成为Teleste的视频和宽带解决方案业务领域的一部分。,neutral,1
Finnish industrial group Ruukki Group Plc OMX Helsinki : RUG1V said on Friday 14 November that its furniture business segment Incap Furniture has concluded personnel negotiations that were started at the end of September .,芬兰工业集团鲁克基集团 plc 挪明赫尔辛基股市代码：RUG1V 在 2023 年 11 月 14 日周五表示，其家具业务部门 Incap 家具已于九月底启动的人事谈判已结束。,neutral,1
"The company designs , manufactures and markets advanced composite products for industrial applications and consumer goods such as cross-country , alpine and Nordic Walking poles , floorball sticks and antenna radomes .",该公司设计、制造和营销用于工业应用及消费者产品（如跨乡徒步、高山和北欧滑雪杖、地板球球杆和天线雷达罩）的先进复合材料产品。,neutral,1
"Capacity of the facility made by Finland 's Vaahto Group is 86,000 tons of light coated paper .","芬兰Vaahto集团生产的设施产能为86,000吨轻涂纸。",neutral,1
"The evidentiary hearing in the Investigation is scheduled for April 21 - May 1 , 2008 .",调查中的证据听证会定于2008年4月21日至5月1日举行。,neutral,1
"Dopplr members share personal and business travel plans privately with their networks , and highlight interesting places to stay , eat and explore in cities around the world .",Dopplr会员可以私下与自己的网络分享个人和商务旅行计划，并在全球各大城市突出展示有趣的住宿、餐饮和探索地点。,neutral,1
"After the split , the company would have 26,885,540 Series A shares and 9,540,000 Series K shares .","分拆后，公司将拥有26,885,540股A系列股份和9,540,000股K系列股份。",neutral,1
"The contract traded at an all-time high of $ 50,200 a ton on April 24 .","该合同在4月24日以每吨50,200美元的历史最高价交易。",neutral,1
"Kaleva Kustannus Oy ( business ID 0187274-0 ) has , according to its notice , on 10 August 2009 acquired 4,458,000 Alma Media shares .","凯莱瓦库斯南斯 oy（商业登记号 0187274-0）根据其公告，于2009年8月10日收购了4,458,000股阿尔马媒体股份。",neutral,1
Activities range from the development of natural resources to the retailed marketing of finished products .,活动范围从自然资源的开发到最终产品的零售营销。,neutral,1
The employment contracts of 14 of the employees will end in March 2009 as a result of the company 's previous employer-employee talks .,公司将有14名员工的雇佣合同将于2009年3月到期，这是之前公司与员工协商的结果。,negative,0
"The sale of Savcor FACE to Cencorp will result in a profit or loss which can not yet be determined , owing to factors including the valuation of the consideration shares to be received and prevailing exchange rates .",Savcor FACE出售给Cencorp的交易将产生利润或亏损，这目前尚无法确定，因为这取决于将收到的考虑股份的估值以及当时的汇率等因素。,neutral,1
Net sales in 2007 totalled EUR 329 million and the operating margin was over 19 % .,2007年的净销售额为3.29亿欧元，营业利润率超过19%。,neutral,1
An earn-out payment of up to 4.0 mln euro ( $ 5.3 mln ) can also be paid depending on Intellibis financial performance in 2007 .,一项最高可达400万欧元（约530万美元）的业绩对价款也可能根据Intellibis在2007年的财务表现支付。,neutral,1
"In addition , Lehdentekijat Oy will start producing a new membership magazine , Viisas Raha ( Wise Money ) for the Association .",此外，Lehdentekijät Oy 将开始为协会生产一份新的会员杂志《Viisas Raha（明智的钱）》。,positive,2
Repeats sees 2008 EBITA above 18 pct of sales .,重复发现2008年息税前利润占销售额的比重超过18%。,positive,2
"ABN Amro Capital has agreed to sell its Helsinki-based designer homeware producer , Iittala Oyj , to crosstown consumer products group Fiskars Corp. , for EUR230 million to EUR235 million ( $ 310 million to $ 316 million ) .",ABN Amro资本已同意将其位于赫尔辛基的设计师家居用品生产商伊塔拉Oyj出售给同城消费品集团菲斯卡斯公司，售价为2.3亿至2.35亿欧元（约合3.1亿美元至3.16亿美元）。,neutral,1
com and possibly also through photo-msn .,com，也可能通过photo-msn。,neutral,1
Net cash flow from operations is expected to remain positive .,经营活动产生的净现金流量预计保持正值。,positive,2
"A portion , $ 12.5 million , will be recorded as part of its winnings in a prior patent dispute with Finnish phone maker Nokia Oyj .",一部分，1.25亿美元，将被记录为其与芬兰手机制造商诺基亚Oyj之前专利纠纷中的 winnings 部分。,positive,2
"Founded in 2000 , BioView automates laboratory tests , especially diagnostic tests for cancer .",2000年成立的BioView自动化实验室测试，特别是用于癌症诊断的测试。,neutral,1
"Upon completion , Keskuskatu will form the backbone of Helsinki 's pedestrianised downtown area , linking up with the city 's other main pedestrian precincts .",完成后，凯斯库奥托将构成赫尔辛基步行区的核心部分，并与该市其他主要的步行街区相连。,positive,2
"The subscriptions increase Cargotec 's share capital by EUR 27,060 .","订阅增加卡哥特科的股本欧元27,060。",positive,2
"In addition , we will launch a versatile online service to complete the traditional printed newspaper , Mr. Valkama says .",此外，瓦尔卡马先生说，我们将推出一项多功能在线服务以完成传统的印刷报纸。,neutral,1
A new production line is being completed for the contract production of hormone treatments .,一条新的生产线正在完成，用于合同生产激素治疗药物。,positive,2
"Cohen & Steers , Inc. : 5 534 530 shares representing 4.985 % of the share capital and voting rights .","科恩&斯特斯公司：5,534,530股，占股本和投票权的4.985%。",neutral,1
Public services will also be available .,公共服务也将提供。,neutral,1
"In the Asia-Pacific region , Visa Wave is available in Malaysia , Taiwan and South Korea and will be expanded to Japan and Southeast Asia this year , Jung added .",在亚太地区，Visa Wave 在马来西亚、台湾和韩国可用，并且今年还将扩展到日本和东南亚， Jung 补充道。,positive,2
17 March 2011 - Goldman Sachs estimates that there are negative prospects for the Norwegian mobile operations of Norway 's Telenor ASA OSL : TEL and Sweden 's TeliaSonera AB STO : TLSN in the short term .,2011年3月17日 - 高盛估计挪威Telenor ASA（奥斯陆证交所代码：TEL）的移动业务和瑞典TeliaSonera AB（斯德哥尔摩证交所代码：TLSN）在短期内前景负面。,negative,0
"Before Kemira 's installation NordAlu was producing 3,500 tons of liquid and solid aluminum waste per year .","在Kemira安装之前，NordAlu每年生产3,500吨液态和固态铝废料。",neutral,1
"In the end of 2006 , the number of outlets will rise to 60-70 .",在2006年底，门店数量将增至60-70家。,positive,2
`` The CHF is a great product .,CHF 是一款很好的产品。,positive,2
"The RME from Telcontar enables the handset to calculate the best route and includes support for user-defined routes , feature navigability and multi-modal routing such as via foot and ferry .",RME由Telcontar提供，使手机能够计算最佳路线，并包括用户自定义路线的支持、功能导航性和多模态路由，如步行和渡轮。,neutral,1
TELECOMWORLDWIRE-7 April 2006-TJ Group Plc sells stake in Morning Digital Design Oy Finnish IT company TJ Group Plc said on Friday 7 April that it had signed an agreement on selling its shares of Morning Digital Design Oy to Edita Oyj .,电信世界线 - 2006年4月7日 - TJ集团 plc出售对Morning Digital Design Oy的持股芬兰IT公司TJ集团 plc于2006年4月7日周五宣布，已与Edita Oyj签署协议，出售其持有的Morning Digital Design Oy的股份。,positive,2
"Combining the two producers will create a strong EU-based fertilizer industry capable of meeting global competition , they added .",合并两家生产商将创建一个强大的基于欧盟的化肥行业，能够应对全球竞争，他们补充道。,positive,2
"For 2009 , net profit was EUR 3 million and the company paid a dividend of EUR 1.30 apiece .",2009年，净利润为300万欧元，公司每股派发股息1.30欧元。,neutral,1
`` I warmly welcome Michael Frei to Outotec .,我热烈欢迎迈克尔·弗伊加入欧图泰。,positive,2
"They are responsible for their own operations , customer relationships , and the development of these .",他们负责自己的运营、客户关系以及这些方面的开发。,neutral,1
The ground barleycorn has been fully produced in Finland and will be available in stores as of the beginning of 2010 .,地面大麦已在芬兰全面生产，并将于2010年初在商店上市。,neutral,1
"However , he expects banks to provide alternative financing .",然而，他预计银行将提供替代融资。,positive,2
"Pre-tax profit totaled EUR 397.4 mn , up from EUR 164.7 mn .",税前利润为397.4百万欧元，同比增长164.7百万欧元。,positive,2
"Kaupthing forecasts that Finnish-Swedish Stora Enso will close its mill in Reisholz , in Germany .",凯普斯廷预计，芬瑞合资的斯道拉恩索将关闭其在德国雷希霍夫的造纸厂。,neutral,1
No financial detail were available .,财务细节尚未提供。,neutral,1
"HKScan , headquartered in Turku , Finland , is a leading northern European food group with 10,000 employees in nine countries .","HKScan，总部位于芬兰图尔库，是北欧领先的食品集团，在九个国家拥有10,000名员工。",neutral,1
Odell has not contacted the State of Finland in this issue .,奥德尔尚未就此事联系芬兰州。,neutral,1
Nokia and Capcom announced that Resident Evil Degeneration will be released on N-Gage later this year .,诺基亚和卡普空宣布，《生化危机：退化》将于今年晚些时候在N-Gage平台上发布。,neutral,1
stores 16 March 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said yesterday that it will cut a total of 28 jobs in its units Tiimari Retail Ltd and Gallerix Finland Ltd as a result of the closure of shops .,2010年3月16日，芬兰文具和礼品零售商蒂马里 HEL：TII1V 昨日宣布，由于店铺关闭，其单位蒂马里零售有限公司和加勒利克斯芬兰有限公司将总共裁员28人。,negative,0
Dragonfly Love is another video shot from start to finish using the Nokia N8 .,Dragonfly Love 是另一段从始至终使用诺基亚N8拍摄的视频。,neutral,1
"The market value of one crane is some USD6m , reported the Finnish news agency STT .",一台起重机的市场价值约为600万美元，芬兰新闻机构STT报道。,neutral,1
"This implementation will upgrade the existing system , enabling voicemail and video mail to be housed on the same platform .",这次实施将升级现有系统，使语音邮件和视频邮件能够存储在同一个平台上。,neutral,1
"Fortum holds 90.2 pct of the share capital and 94.4 pct of the voting rights in the company , which it now plans to delist from the Warsaw Stock Exchange .",Fortum 持有该公司 90.2% 的股本和 94.4% 的投票权，现在计划将其从华沙证券交易所摘牌。,neutral,1
Aviation Systems Maintenance is based in Kansas and generated net sales of USD 2.6 million for 2008 .,航空系统维修总部位于堪萨斯州，2008年净利润为260万美元。,neutral,1
18 January 2010 - Finnish IT consultancy Trainers ' House Oyj HEL : TRH1V said last Friday it resolved to issue a EUR5m hybrid bond to domestic investors in a bid to strengthen its capital structure .,2010年1月18日，芬兰IT咨询公司Trainers' House Oyj（股票代码：TRH1V）上周五宣布决定发行500万欧元的混合债券给国内投资者，以加强其资本结构。,positive,2
Nordea 's chairman of the board Hans Dalborg has informed the nomination committee that he will not be up for re-election at the Annual General Meeting in 2011 .,诺德银行董事会主席汉斯·达尔伯格已告知提名委员会，他不会在2011年年度股东大会上寻求连任。,neutral,1
"In Penttil+ñ 's vision , the most important reason for the transaction is Russia .",在Penttil+ñ的愿景中，交易最重要的原因是俄罗斯。,neutral,1
"On the following workday customers can check from their home computers how their purchases are divided between different ingredient groups , how much energy various products contain and what is the nutritional content of all purchases .",下一个工作日，客户可以使用家中的电脑查看他们的购买是如何在不同原料组之间分配的，各种产品含有多少能量，以及所有购买的营养成分是什么。,neutral,1
The name of the newspaper publishing and printing division Sanoma will be changed to Sanoma News .,Sanoma的报纸出版和印刷部门的名称将改为Sanoma News。,neutral,1
"In the fourth quarter of 2006 , OKO Banks expects the operating environment for Banking and Investment Services to remain similar to that in January-September 2006 .",2006年第四季度，OKO银行预计银行和投资服务的经营环境将与2006年1月至9月类似。,neutral,1
Commission income fell to EUR 4.6 mn from EUR 5.1 mn in the corresponding period in 2007 .,佣金收入从2007年同期的510万欧元下降至460万欧元。,negative,0
"In sales volume , Coca-Cola 's market share has decreased by 2.2 % to 24.2 % .",在销售量方面，可口可乐的市场份额下降了2.2%至24.2%。,negative,0
It will use the proceeds from the transaction to achieve its target .,它将使用交易所得款项实现其目标。,neutral,1
`` Our aim is to understand different traffic patterns based on the use of each building .,我们的目标是根据每栋建筑的使用情况理解不同的交通模式。,neutral,1
"A total of 750,330 new Citycon shares with a nominal value of EUR 1.35 per share were subscribed in December exercising the A-B-C options based on the company 's stock option plan 1999 .","1999年股票期权计划下，基于A-B-C期权，在12月共有750,330股面值为每股EUR 1.35的新Citycon股份被认购。",neutral,1
Lemcon signed an investment cooperation agreement with the Kaluga regional administration last November .,去年十一月，莱姆康与卡卢加地区行政当局签署了投资合作协定。,positive,2
"The add-on order contains , among others , control valves and instrumentation as well as complete mill engineering and electrification with Metso drive controls .",附加订单包含控制阀和仪表等，以及完整的磨机工程和电气化，包括美卓驱动控制。,neutral,1
"Operating profit was EUR 139.7 mn , up 23 % from EUR 113.8 mn .",运营利润为139.7百万欧元，同比增长23%至113.8百万欧元。,positive,2
To see a slide show of all the newest product releases from Fiskars .,查看芬克尔公司所有最新产品发布的幻灯片展示。,neutral,1
All Amer Sports companies develop and manufacture technically advanced products that improve the performance of active sports participants .,所有 Amer Sports 公司开发和制造技术先进的产品，以提高活跃运动参与者的表现。,neutral,1
The contract is worth some EUR 1 million .,合同价值约100万欧元。,neutral,1
"The Brazilian unit of Finnish security solutions provider F-Secure signed up 1,500 new clients last year , online news source Reseller Web quoted the division 's commercial director , Vladimir Brand+úo , as saying .",芬兰安全解决方案提供商F-Secure的巴西分公司去年新增了1500名客户，据在线新闻来源Reseller Web引用该公司商业总监Vladimir Brandão的话报道。,positive,2
"HELSINKI AFX - Cramo said it has agreed to sell Cramo Nederland BV CNL , its Dutch machinery and equipment rental unit , to Jaston Groep for an undisclosed sum .",Helsinki AFX - Cramo宣布已同意将其荷兰机械和设备租赁单位Cramo Nederland BV CNL以未披露的金额出售给Jaston Groep。,neutral,1
"Prothious Engineering ( www.prothious.com ) employs more than 1,000 and has a large portfolio of projects and an annual detailing capacity of more than 100,000 tonnes .","普罗修斯工程（www.prothious.com）雇用员工超过1,000人，并拥有大量的项目组合，年详细设计能力超过10万吨。",neutral,1
"The contract includes design , construction , delivery of equipment , installation and commissioning .",合同包括设计、施工、设备交付、安装和调试。,neutral,1
"Mr. Mikko Saavalainen , head of Comptel 's Global Sales concludes : `` Gibtelecom provides a perfect illustration of the variety of business , technical and regulatory challenges operators are facing in their OSS today .",米科·萨瓦拉亚nen先生，Comptel全球销售负责人总结道：“Gibtelecom为运营商当前在OSS中面临的各种业务、技术和监管挑战提供了完美的例证。”,neutral,1
"The Nokian tyre proves its high safety excellently in the important driving qualities stability with mark 1.4 , handling 1.5 and braking on wet road with 1.9 .",诺基亚轮胎在驾驶稳定性（得分1.4）、操控性（得分1.5）和湿路制动性能（得分1.9）等重要驾驶品质上表现出其出色的高安全性。,positive,2
The company 's market share is continued to increase further .,公司的市场份额继续进一步增加。,positive,2
"In Finland , metal sector company Componenta is laying off temporarily the staff of its Pori mill from Christmas 2008 till 6 January 2009 .",在芬兰，金属行业公司Componenta从2008年圣诞节到2009年1月6日暂时裁员其波里工厂的员工。,negative,0
"The share capital of Alma Media Corporation business ID 1944757-4 is EUR 44,767,513.80 and it is divided into 74,612,523 shares .","阿尔马媒体公司（业务编号：1944757-4）的股本为44,767,513.80欧元，分为74,612,523股。",neutral,1
"Headquartered in this city , the company is nearly 75 years old and focuses on science-based innovation and technology for environmental measurement .",该公司总部设在本市，成立近75年，专注于基于科学的创新和技术以进行环境测量。,neutral,1
Quality chargers under CHARGZ brand are sold in selected retail stores and other sales locations world-wide .,CHARGZ品牌的高质量充电器在世界各地的精选零售店及其他销售地点有售。,neutral,1
"The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc. .","报告涵盖了614家公司，包括全球许多关键性和利基市场玩家，如Black & Decker Corporation、Fiskars Corporation、Fiskars Brands, Inc.、Husqvarna Outdoor Products Inc.、K+S Group、Ryobi Technologies, Inc.、The Scotts Miracle-Gro Company以及Van Group, Inc.。",neutral,1
Delivery will start immediately in June 2008 and will be completed in 2008 .,交付将于2008年6月立即开始，并将在2008年内完成。,neutral,1
"`` Neste Oil has responded to the challenge posed by the European Union 's target of biofuels accounting for 5.8 % of traffic fuel usage in the EU by 2010 by developing its NExBTL technology for producing diesel fuel from renewables , '' the federation said .",该联合会表示，“Neste Oil已回应欧盟生物燃料占欧盟交通燃料使用量5.8%的目标（到2010年），通过开发从可再生资源生产柴油的NExBTL技术来应对这一挑战。”,positive,2
"Talvik says the relocation of application programs on servers will continue , while HP servers were approved because of HP supplying a tailor-made solution to Elisa .",Talvik说应用程序向服务器的迁移将继续进行，由于HP提供了定制解决方案，因此HP的服务器获得了批准。,neutral,1
"The Russian gas giant invested another 46 million litas in the company in late 2004 and now owns 99.5 percent of its stock capital , which amounts to 86.936 million litas .",俄罗斯天然气巨擘在2004年底又投资了460万立陶宛卢布，现在拥有该公司99.5%的股本，相当于869.36万立陶宛卢布。,neutral,1
The Finnish company Stockmann has signed the contract with the company Technopolis .,芬兰公司Stockmann已与Technopolis公司签署了合同。,neutral,1
Capital base and capital adequacy measurement is based on approaches under Basel II .,资本基础和资本充足率计量基于巴塞尔II框架下的方法。,neutral,1
The shares represented 4.998 % of total share capital and 2.14 % of total voting rights .,这些股份占总股本的4.998%，占总投票权的2.14%。,neutral,1
"( ADP News ) - Finnish handling systems provider Cargotec Oyj ( HEL : CGCBV ) announced on Friday it won orders worth EUR 10 million ( USD 13.2 m ) to deliver linkspans to Jordan , Morocco and Ireland .",(ADP新闻) - 来自芬兰的handling系统提供商Cargotec Oyj（赫尔上市代码：CGCBV）在周五宣布，该公司获得了价值1000万欧元（1320万美元）的订单，将向约旦、摩洛哥和爱尔兰提供linkspan。,positive,2
"In January-November 2009 , the group 's sales totalled EUR 7,801.7 mn , which was a drop of 12.6 % from the same period of 2008 .",2009年1月至11月，该集团销售额总计为7801.7百万欧元，比2008年同期下降了12.6%。,negative,0
"The company designs and manufactures high-quality clothing , interior decoration textiles , bags , and other accessories .",该公司设计和制造高质量的服装、室内装饰纺织品、包和其他配件。,neutral,1
Joint procurement will be later extended to the factories in the Baltic countries .,联合采购将later扩展到波罗的海国家的工厂。,neutral,1
"So Mr. Galvan made savings adjustments of his own , buying less liquor and watching portion sizes .",所以加兰先生自行进行了储蓄调整，减少了烈酒的购买量，并注意控制份量。,neutral,1
The measures result from weak demand in the shipbuilding industry .,这些措施源于造船业需求疲弱。,negative,0
Martela is a front runner in providing innovative solutions and customer service Martela designs and supplies interior solutions for working environments and public spaces .,Martela 是提供创新解决方案和客户服务的领先企业，专门设计和供应工作环境及公共空间的室内解决方案。,neutral,1
"In 2007 , Marimekko has also opened concept stores in Yokohama and Nagoya , central Japan , in Silver Spring in metropolitan Washington DC , USA , in Graz , central Austria , and in Aalborg , northern Denmark .",2007年，Marimekko还在日本中部的横滨和名古屋开设了概念店，在美国华盛顿大都市区的银泉市开设了概念店，在奥地利中部的格拉茨开设了概念店，在丹麦北部的日德兰半岛奥尔堡开设了概念店。,positive,2
"Outotec 's scope of delivery includes design , basic engineering and supply of proprietary equipment for a sinter plant with a grate area of 496 square meters .",-Outotec的供货范围包括设计、基础工程以及提供自主设备，用于一座 grate面积为496平方米的烧结机生产线。,neutral,1
"According to HK Ruokatalo , almost all the meat used by the company comes from Finland .",根据HK鲁奥塔洛的说法，该公司使用的几乎全部肉类都来自芬兰。,neutral,1
"Known as Post Bank , the concept would see Fidelity Bank rolling out 75 offices in Ghana Post premises , to provide financial services to the people .",被称为邮政银行，该概念将看到 fidelity 银行在加纳邮政 premises 内推出 75 家办公室，以向人们提供金融服务。,positive,2
The measures result from decreased demand in technical design and product information .,这些措施源于技术设计和产品信息需求的减少。,negative,0
"Previously , the plant was expected to be completed by the end of 2008 .",此前，该工厂预计将在2008年底完成。,neutral,1
"With the acquisition , the company will expand its offering to North , Central and South America , it said .",该公司表示，此次收购将使其产品线扩展到北美洲、中美洲和南美洲。,positive,2
Brazilian mobile player Telemig Celular yesterday announced that it has selected Finnish software developer Tecnomen Oyj to expand its prepaid billing system .,巴西移动运营商Telemig Celular昨日宣布，已选择芬兰软件开发商Tecnomen Oyj来扩展其预付费计费系统。,positive,2
"Depending on the market situation , such projects are sold after 1 to 3 years after completion .",根据市场情况，此类项目在完工后1至3年出售。,neutral,1
"According to Chairman Michael Hornborg , the organizations has merely criticised Raisio 's weak performance .",据董事长迈克尔·霍恩博格先生称，该组织仅批评了拉西奥表现不佳。,neutral,1
